Product Name;Variations;Rating;Username;Date;Review;Untruthful Opinion Pelabel 1;Untruthful Opinion Pelabel 2;Untruthful Opinion Pelabel 3;Non-Reviews Pelabel 1;Non-Reviews Pelabel 2;Non-Reviews Pelabel 3;Review Length;Burstiness;Maximum Content Similarity;Label Manual;Translated_Review;Tokenized_Review
IH Meja Laptop Lipat Adjustable dengan Roda Meja Laptop Roda Meja Kerja Adjustable Meja Belajar Portable;Variasi: 1L Sakura80*40*70-90;1;luisakarina;2023-12-15;Wktu smpai papan sudah bengkok, bahan besi nya juga enggak kokoh. Bru pemakaian 2 hri penyangga kayu tengah nya tidak bisa digunakan krna sdh hancur... hadeh...;0;0;0;0;0;0;0;0;0;Asli;Wktu smpai papan sudah bengkok, bahan besi nya juga enggak kokoh. Bru pemakaian 2 hri penyangga kayu tengah nya tidak bisa digunakan krna sdh hancur... hadeh...;['papan', 'bengkok', 'bahan', 'besi', 'tidak', 'kokoh', 'pakai', 'sangga', 'kayu', 'tidak', 'hancur', 'aduh']
Meja Portable Laptop Meja Laptop Adjustable Meja Anak Meja Serbaguna;Variasi: Putih;3;lusianyng;2023-12-20;Agak goyang mejanya;0;0;0;0;0;0;1;0;0;Asli;Agak goyang mejanya;['goyang', 'meja']
IH [Garansi Sepuluh Tahun]Meja Kerja  / Meja Kantor/ Meja  belajar/Meja kamar;Variasi: putih-100cm + 2 laci;2;m*****1;2023-08-08;"Kecewa Tidak sesuai dengan yang di gambar katalog. Seller seperti orang linglung. Ditanya apa, dijawab apa. Sangat tidak responsif. Respon chat seperti tidak niat jualan. Oke ukuran panjang mejanya pas 100cm, tapi masa lebar partisi/tatakan buku dan laci"" nya kecil bgt. Mau letakin buku tulis anak SD saja gk muat, gimana buku paket/cetak anak sekolah? Map map seperti di gambar? Kata sellernya ""hanya untuk buku kecil"". Buku kecil yang Anda maksud itu bagaimana ya? Notes"" mini?  Hei, ini mau dipakai jadi meja & rak belajar, bukan mau buat mainan bocil. Kocak bgt yg jual 🥴";0;0;0;0;0;0;1;0;0;Asli;"Kecewa Tidak sesuai dengan yang di gambar katalog. Penjual seperti orang linglung. Ditanya apa, dijawab apa. Sangat tidak responsif. Respon chat seperti tidak niat jualan. Oke ukuran panjang mejanya pas 100cm, tapi masa lebar partisi/tatakan buku dan laci"" nya kecil bgt. Mau letakin buku tulis anak SD saja gk muat, gimana buku paket/cetak anak sekolah? Map map seperti di gambar? Kata penjualnya ""hanya untuk buku kecil"". Buku kecil yang Anda maksud itu bagaimana ya? Notes"" mini?  Hei, ini mau dipakai jadi meja & rak belajar, bukan mau buat mainan bocil. Kocak bgt yg jual 🥴";['kecewa', 'tidak', 'sesuai', 'gambar', 'katalog', 'jual', 'linglung', 'tidak', 'responsif', 'respon', 'chat', 'tidak', 'niat', 'jual', 'oke', 'ukur', 'meja', 'pas', 'centimeter', 'lebar', 'partisi', 'tata', 'buku', 'laci', 'banget', 'letak', 'buku', 'tulis', 'anak', 'sekolah', 'dasar', 'tidak', 'muat', 'buku', 'paket', 'cetak', 'anak', 'sekolah', 'map', 'map', 'gambar', 'jual', 'buku', 'buku', 'iya', 'notes', 'mini', 'pakai', 'meja', 'rak', 'ajar', 'bukan', 'main', 'anak', 'lucu', 'banget', 'jual']
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 2 layer/100CM;1;m*****a;2023-12-07;sangat disayangkan sellernya ga jujur dalam berjualan, minta extra packing biar lebih aman tapi katanya udah aman eh pas dateng ga ada packing pengaman cuman kardus dari mejanya aja. sumpah kalo kek gini jadi benci sama tokonya, seller ga ramah cuman mau diganti 5rb dan berkelipatan sampe mentok 19rb👎🏻👎🏻 bisa ganti penilaian kalo ada itikad baik;0;0;0;0;0;0;1;1;1;Palsu;sangat disayangkan penjualnya ga jujur dalam berjualan, minta ekstra kemasan biar lebih aman tapi katanya udah aman eh pas dateng ga ada kemasan pengaman cuman kardus dari mejanya aja. sumpah kalo kek gini jadi benci sama tokonya, penjual ga ramah cuman mau diganti 5rb dan berkelipatan sampe mentok 19rb👎🏻👎🏻 bisa ganti penilaian kalo ada itikad baik;['sayang', 'jual', 'tidak', 'jujur', 'jual', 'ekstra', 'kemas', 'biar', 'aman', 'aman', 'pas', 'tidak', 'kemas', 'aman', 'kardus', 'meja', 'sumpah', 'benci', 'toko', 'jual', 'tidak', 'ramah', 'ganti', 'lipat', 'mentok', 'ganti', 'nilai', 'itikad', 'baik']
Ihome Meja belajar Meja kerja Meja Tulis Meja Belajar dengan Rak Buku Meja komputer meja desktop rumah meja tulis sederhana Meja kantor;Variasi: Putih 90*40*100cm;1;m*****a;2023-12-02;Packing buruk, pas sampai banyak bagian yang penyok. Packing ga dilapisin apapun selain kardus. Besinya ada yang panjang sebelah. Catnya udh ngelupas. Cantolan bawahnya juga jumlahnya kurang.;0;0;0;0;0;0;0;1;1;Asli;Pengemasan buruk, pas sampai banyak bagian yang penyok. Pengemasan ga dilapisin apapun selain kardus. Besinya ada yang panjang sebelah. Catnya udh ngelupas. Cantolan bawahnya juga jumlahnya kurang.;['kemas', 'buruk', 'pas', 'bagian', 'penyok', 'kemas', 'tidak', 'lapis', 'kardus', 'besi', 'belah', 'cat', 'kelupas', 'cantol', 'kurang']
IH Kursi Rias Modern Kursi Kafe Nordic Kursi Bar Kursi Elegan Murah;Variasi: Putih;1;m*****g;2023-12-27;pesan warna putih, dateng warna pink peang, kaki pun tidak rata jingkrak😂;0;0;0;0;0;0;0;0;0;Asli;pesan warna putih, dateng warna pink peang, kaki pun tidak rata jingkrak😂;['pesan', 'warna', 'putih', 'warna', 'pink', 'kaki', 'tidak', 'goyang']
IH Stand Hanger Kayu/Gantungan Berdiri/Gantungan Baju/Rack Gantungan Tas Dan Topi Multifungsi/Coat Rack 8 hook;Variasi: Cokelat.;1;m*****i;2023-11-18;Barang ga sampai, seller no respon. Mengecewakan;0;0;0;0;0;0;1;0;0;Asli;Barang ga sampai, penjual tidak ada respon. Mengecewakan;['barang', 'tidak', 'jual', 'tidak', 'respon', 'kecewa']
Ihome Meja Belajar/ 120cmMeja kantor/Meja komputer/Meja Kamar Tidur Sederhana Dengan Rak Buku/Table/Computer Table/Meja rias/Meja Kerja;Variasi: Cokelat 2layer/100CM;2;m*****m;2023-08-17;Besi bengkok, harbord juga ada yg bocel, pengaman sudut harbord cuma ada 3 biji.itupun yg 2biji pecah;0;0;0;0;0;0;0;0;0;Asli;Besi bengkok, harbord juga ada yg bocel, pengaman sudut harbord cuma ada 3 biji.itupun yg 2biji pecah;['besi', 'bengkok', 'hardboard', 'kelupas', 'aman', 'sudut', 'hardboard', 'biji', 'biji', 'pecah']
IH Rak Baju Celana Dengan 4 Roda/Gantungan Baju Celanan/Rak Gantung Baju Kayu/Stand Hanger Double;Variasi: 60CM;2;m*****n;2023-12-21;untk baranng saya terima kualitasnya cukup bgus. Cuma yg saya ga bsa terima adalah pemilihan jasa kirim yg dipilih oleh toko. Bisa di lihat di bukti foto, dr estimasi yg di berikan dan hasil barang datang itu membuat saya kecewa banget. Lebih baik ganti jasa kurir yg lebih baik , supaya tidak merugikan pelanggan lainnya;0;0;0;0;0;0;1;1;1;Palsu;untk baranng saya terima kualitasnya cukup bgus. Cuma yg saya ga bsa terima adalah pemilihan jasa kirim yg dipilih oleh toko. Bisa di lihat di bukti foto, dr estimasi yg di berikan dan hasil barang datang itu membuat saya kecewa banget. Lebih baik ganti jasa kurir yg lebih baik , supaya tidak merugikan pelanggan lainnya;['barang', 'terima', 'kualitas', 'cukup', 'bagus', 'tidak', 'terima', 'pilih', 'jasa', 'kirim', 'pilih', 'toko', 'bukti', 'foto', 'estimasi', 'ikan', 'hasil', 'barang', 'kecewa', 'banget', 'baik', 'ganti', 'jasa', 'kurir', 'baik', 'tidak', 'rugi', 'langgan']
Ihome Kursi Cafe / bangku makan / Kursi belajar / Kursi Bar / Kursi Makan Dapur Nordic / kursi Eames / Kursi Minimalis / Kursi Taman / Kursi Santai / Kursi Kantor / Chair with PU Leather;Variasi: Hitam;2;m*****n;2023-08-27;Saya order kursi hitam yang datang abu-abu. Tanpa ada pemberitahuan terlebih dahulu.;0;0;0;0;0;0;0;0;0;Asli;Saya pesan kursi hitam yang datang abu-abu. Tanpa ada pemberitahuan terlebih dahulu.;['pesan', 'kursi', 'hitam', 'abu', 'abu', 'tanpa', 'beritahu']
Ihome Meja Komputer 140cm Meja Gaming Meja Kerja meja PC Meja Belajar meja Laptop Meja kantor Minimalis;Variasi: C：160CM Hitam;2;m.maisur;2023-08-19;Datang kardus sudah banyak yang robwk. Meja patah pojokan banyak yang bocel bocel. Mohon maaf tidak puas dengan produknya;0;0;0;0;0;0;0;0;0;Asli;Datang kardus sudah banyak yang robwk. Meja patah pojokan banyak yang bocel bocel. Mohon maaf tidak puas dengan produknya;['kardus', 'robek', 'meja', 'patah', 'pojok', 'kelupas', 'kelupas', 'maaf', 'tidak', 'puas', 'produk']
140cm Meja TV kayu TV SERBAGUNA Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Murah Tv Rak;Variasi: 👍Kuning140*30*38cm;2;mamoyypapoyy;2023-12-25;jelek bgt kayu pd patah;0;0;0;0;0;0;1;0;0;Asli;jelek bgt kayu pd patah;['jelek', 'banget', 'kayu', 'patah']
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 2 layer/100CM;2;mardi1305;2023-10-18;biasa sesuai harga;1;0;0;1;0;1;1;0;1;Palsu;biasa sesuai harga;['biasa', 'sesuai', 'harga']
IH Stand Monitor Rak Monitor Desktop Dudukan Komputer Kayu Rak Buku Kayu;Variasi: 1 SUSUN—Hitam;2;markusgandawijaya;2023-11-23;apa ini bos, packing ga pake bubble wrap, nyampe nyampe kek kapal ancur;0;0;0;0;0;0;0;0;0;Asli;apa ini bos, pengemasan ga pake bubble wrap, nyampe nyampe kek kapal ancur;['bos', 'kemas', 'tidak', 'pakai', 'bubble', 'wrap', 'kapal', 'hancur']
IH Kursi Lipat Portable Kursi Kantor Lipat Kursi Belajar Minimalis Kursi Makan;Variasi: A：Abu-Abu;2;marsunimarsuni055;2023-12-23;Packing gak bagus sama sekali shg salah 1 alas kaki hilang;0;0;0;0;0;0;1;1;0;Asli;Pengemasan gak bagus sama sekali shg salah 1 alas kaki hilang;['kemas', 'tidak', 'bagus', 'salah', 'alas', 'kaki', 'hilang']
IH Rak Buku/Rak Kayu Serbaguna/Mini Portable Kayu Kuat/dan Kokoh Minimalis Rak/Rak Serbaguna Minimalis /Serbaguna Rak buku;Variasi: Putih 62*35*15cm;2;maulinahani_;2023-08-25;bisa kelen liat ak pesen putih datengnya apa dan gmn balasan seller auto reply ini siaalaaaaan mau dikasih kompensasi 5rebu jg ga jadi2 moga tobat deh;0;0;0;0;0;0;0;0;0;Asli;bisa kelen liat ak pesen putih datengnya apa dan gmn balasan penjual otomatis membalas ini siaalaaaaan mau dikasih kompensasi 5rebu jg ga jadi2 moga tobat deh;['pesan', 'putih', 'balas', 'jual', 'otomatis', 'balas', 'sial', 'kasih', 'kompensasi', 'tidak', 'moga', 'tobat']
IH Meja Laptop Lipat Adjustable dengan Roda Meja Laptop Roda Meja Kerja Adjustable Meja Belajar Portable;Variasi: 2L Oak 80*40*70-90;1;megirifan190898;2023-12-02;Kurang memuaskan;0;0;0;1;1;1;1;0;1;Palsu;Kurang memuaskan;['kurang', 'puas']
IH Meja Tv Minimalis Rak Tv Minimalis modern Lemari TV Bufet Tv Minimalis Kayu Modern;Variasi: Wood+White-140CM;3;meisitha;2023-12-29;banyak baut yg ilang;0;0;0;0;0;0;1;0;1;Asli;banyak baut yg ilang;['baut', 'hilang']
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 2 layer/100CM;1;mhegadwi85;2023-12-09;Kualitas jelek, besi nya ada yg bengkok. Pesan putih yg datang ungu;0;0;0;0;0;0;0;0;0;Asli;Kualitas jelek, besi nya ada yg bengkok. Pesan putih yg datang ungu;['kualitas', 'jelek', 'besi', 'bengkok', 'pesan', 'putih', 'ungu']
Ihome Meja belajar /Meja kerja /Meja Tulis Meja Belajar dengan Rak Buku/ Meja komputer/ meja desktop rumah meja tulis sederhana/Meja kantor;Variasi: Kuning 90*40*100cm;2;moeszeeh;2023-07-14;Belum sampe 😭😭 pesan tiga yg dateng cuma dua;0;0;0;0;0;0;1;0;0;Asli;Belum sampe 😭😭 pesan tiga yg dateng cuma dua;['belum', 'pesan']
IH Rak Besi Siku 5 susun Rak gudang Serbaguna Rak Aquarium 120x40x180CM;Variasi: 3L（120*30*100）⬛;1;mommy_twins225;2023-12-30;Pertama beli dan sakit hati. Barang buruk, banyak penyok, mana pengirimam lamaaaaaaaaaaaaaaaaa;0;0;0;0;0;0;0;0;0;Asli;Pertama beli dan sakit hati. Barang buruk, banyak penyok, mana pengirimam lamaaaaaaaaaaaaaaaaa;['beli', 'sakit', 'hati', 'barang', 'buruk', 'penyok', 'kirim', 'lama']
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 1 layer/100CM;2;mplastik77;2023-11-29;Reyot, ada yang cacat lagi. 😂😂;0;0;0;0;0;0;1;0;0;Asli;Reyot, ada yang cacat lagi. 😂😂;['reyot', 'cacat']
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Cokelat 2layer/100CM;2;mr.cole04;2023-12-23;Paket datang dalam keadaan sobek. Skrup2nya nggak ada, sudut2 mejanya jg rusak. Awalnya toko berbaik hati mengirimkan ulang skrup2 yg hilang, tp yg dikirim skrup2 random nggak ada sebiji pun yg match. Nunggu paketnya lama bgt nyampe, meja jadi nggak bisa dirakit. Pegawai eskpedisinya klo nggak niat kerja resign aja, kelihatan perlakuan barang2nya kasar.;0;0;0;0;0;0;1;0;0;Asli;Paket datang dalam keadaan sobek. Skrup2nya nggak ada, sudut2 mejanya jg rusak. Awalnya toko berbaik hati mengirimkan ulang skrup2 yg hilang, tp yg dikirim skrup2 random nggak ada sebiji pun yg cocok. Nunggu paketnya lama bgt nyampe, meja jadi nggak bisa dirakit. Pegawai eskpedisinya klo nggak niat kerja mengundurkan diri aja aja, kelihatan perlakuan barang2nya kasar.;['paket', 'sobek', 'sekrup', 'tidak', 'sudut', 'sudut', 'meja', 'rusak', 'toko', 'baik', 'hati', 'kirim', 'ulang', 'sekrup', 'sekrup', 'hilang', 'kirim', 'sekrup', 'sekrup', 'acak', 'tidak', 'biji', 'cocok', 'tunggu', 'paket', 'lama', 'banget', 'meja', 'tidak', 'rakit', 'pegawai', 'ekspedisi', 'tidak', 'niat', 'undur', 'barang', 'kasar']
IH Meja lipat portabel Meja Belajar Meja kantor besi Meja Pelatihan Serbaguna;Variasi: 120*60CM—（2L）Putih;1;mrouf367;2023-12-08;Percuma barang saya belum di kirim percuma orang dzolim;0;0;0;0;0;0;1;1;1;Palsu;Percuma barang saya belum di kirim percuma orang dzolim;['barang', 'belum', 'kirim', 'dzolim']
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 2 layer/80CM;3;muhammadfadiladityanugro;2023-12-17;Saya pilih warna putih tapi kok malah warna ungu terus juga ada yang goyang bagian bawahnya;0;0;0;0;0;0;0;0;0;Asli;Saya pilih warna putih tapi kok malah warna ungu terus juga ada yang goyang bagian bawahnya;['pilih', 'warna', 'putih', 'warna', 'ungu', 'goyang', 'bagian']
IH 【Menahan berat 1000KG】Rak Besi Siku Kokoh 40x120x200cm Rak Gudang Serbaguna Besi 100%;Variasi: 5L(120x40×200)Besi⬛;3;mutawakkil.taswin;2023-12-22;besi platnya tipis gampang bengkok meski penjelasannya tebal.Packing kurang bagus, kancinnya/ ripet ada beberapa rusak & TDK bisa masuk ke lubang karena terlalu rapat, ada juga sdh hilang seperti barang yg sdh dirakit dan dibongkar ulang, khususnya sambungan tiangnya plastik, cuma 3 buah seharusnya 4 dan alas lubangnya tidak lengkap cuma ada 3 seharusnya 8, sehingga lemarinya Saya bagi 2. Sebaiknya dcek baik2, dan barang2 yg kecil sebaiknya dhitung dan dmasukkan dalam plastik agar aman kemudian diikat pada tiang lemari besinya.;0;0;0;0;0;0;1;0;1;Asli;besi platnya tipis gampang bengkok meski penjelasannya tebal.Pengemasan kurang bagus, kancinnya/ ripet ada beberapa rusak & TDK bisa masuk ke lubang karena terlalu rapat, ada juga sdh hilang seperti barang yg sdh dirakit dan dibongkar ulang, khususnya sambungan tiangnya plastik, cuma 3 buah seharusnya 4 dan alas lubangnya tidak lengkap cuma ada 3 seharusnya 8, sehingga lemarinya Saya bagi 2. Sebaiknya dcek baik2, dan barang2 yg kecil sebaiknya dhitung dan dmasukkan dalam plastik agar aman kemudian diikat pada tiang lemari besinya.;['besi', 'plat', 'tipis', 'gampang', 'bengkok', 'tebal', 'kemas', 'kurang', 'bagus', 'kancing', 'rivet', 'rusak', 'tidak', 'lubang', 'rapat', 'hilang', 'barang', 'rakit', 'bongkar', 'ulang', 'sambung', 'tiang', 'plastik', 'buah', 'alas', 'lubang', 'tidak', 'lengkap', 'lemari', 'baik', 'cek', 'baik', 'barang', 'baik', 'hitung', 'plastik', 'aman', 'ikat', 'tiang', 'lemari', 'besi']
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 1 layer/80CM;3;n*****a;2023-12-20;bagus si, cuman ga kokoh. gampang di geser2 gituu ya maklum aja sesuai hargaa sejauh ini bagus kok;1;0;0;0;0;0;0;1;0;Asli;bagus si, cuman ga kokoh. gampang di geser2 gituu ya maklum aja sesuai hargaa sejauh ini bagus kok;['bagus', 'tidak', 'kokoh', 'gampang', 'geser', 'iya', 'maklum', 'sesuai', 'harga', 'bagus']
140cm Meja TV kayu TV SERBAGUNA Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Murah Tv Rak;Variasi: 👍Kuning140*30*38cm;3;n*****a;2023-12-19;pengiriman lama, warna tidak sesuai;0;0;0;0;0;0;1;1;1;Palsu;pengiriman lama, warna tidak sesuai;['kirim', 'lama', 'warna', 'tidak', 'sesuai']
IH Meja Laptop Lipat Adjustable dengan Roda Meja Laptop Roda Meja Kerja Adjustable Meja Belajar Portable;Variasi: 1L Sakura60*40*70-90;3;n*****g;2023-12-11;Ada baut yg kurang, jadi fungsi meja untuk di panjangkan atau di pendekkan tidak bisa. Tutorial cara pasangnya kurang jelas jadi ngerakitnya pun lumayan lama, biasa kita beli barang yang rakitan juga jadi pengalaman kalau mau pasang / bongkar. Untuk unboxing sudah di videokan, cuman kalau untuk retur hanya karena baut yang kurang jadi repot urusannya. Semoga ke depannya bagian check barang bisa di periksa kembali lebih detil lagi. Maaf ya saya kasih review 3*;0;0;0;0;0;0;1;0;1;Asli;Ada baut yg kurang, jadi fungsi meja untuk di panjangkan atau di pendekkan tidak bisa. Tutorial cara pasangnya kurang jelas jadi ngerakitnya pun lumayan lama, biasa kita beli barang yang rakitan juga jadi pengalaman kalau mau pasang / bongkar. Untuk unboxing sudah di videokan, cuman kalau untuk retur hanya karena baut yang kurang jadi repot urusannya. Semoga ke depannya bagian check barang bisa di periksa kembali lebih detil lagi. Maaf ya saya kasih review 3*;['baut', 'kurang', 'fungsi', 'meja', 'pendek', 'tidak', 'tutorial', 'pasang', 'kurang', 'rakit', 'lumayan', 'lama', 'biasa', 'beli', 'barang', 'rakit', 'alam', 'pasang', 'bongkar', 'unboxing', 'video', 'retur', 'baut', 'kurang', 'repot', 'urus', 'moga', 'bagian', 'cek', 'barang', 'periksa', 'detail', 'maaf', 'iya', 'kasih', 'review']
IH Lemari Laci Kayu Laci Susun 5 Laci-1 Pintu lemari pakaian Laci Minimalis Serbaguna Drawerd laci;Variasi: （3+2）Laci;1;n*****w;2023-12-17;Petunjuk tidak membantu, di tiap panel tidak ada huruf, banyak panel yang sudah lecet dan terkelupas, alas hanya triplek, kualitas material tidak baik.;0;0;0;0;0;0;0;0;0;Asli;Petunjuk tidak membantu, di tiap panel tidak ada huruf, banyak panel yang sudah lecet dan terkelupas, alas hanya triplek, kualitas material tidak baik.;['tidak', 'bantu', 'panel', 'tidak', 'huruf', 'panel', 'lecet', 'kelupas', 'alas', 'triplek', 'kualitas', 'material', 'tidak', 'baik']
IH Kursi Kerja Putar Kursi Belajar Kursi Kantor Minimalis;Variasi: 👍Hitam;1;nabilafitriy;2023-12-24;mesen kursi yang dateng malah rak;0;0;0;0;0;0;1;1;0;Asli;mesen kursi yang dateng malah rak;['pesan', 'kursi', 'rak']
Ihome Meja Kantor Dengan Laci 140cm meja belajar Meja komputer Meja Kerja Minimalis Computer Table;Variasi: Putih 140*50*75cm;1;nakistore7;2023-12-20;Tidak sesuai fto 😥;0;0;0;1;0;1;1;0;1;Palsu;Tidak sesuai fto 😥;['tidak', 'sesuai', 'foto']
IH Rak Buku Kayu Anti Debu Lemari pajangan Serbaguna Rak Penyimpanan;Variasi: 4 Tingkat（80*33*140）;1;natalia_liem;2023-11-30;Di infokan barangnya akan di antar 2 batch. Setelah barangnya sudah sampai 1. Beberapa hari kemudian ditanya tentang batch yg ke 2. Jawabanya hanya info tulisan cina tentang pengiriman. Tpi tidak ada keterangan lanjutan sudah sampai atau belum. Setelah itu di tanya kembali apakah barang batch ke 2 sudah sampai atau belum jawabannya hanya suru cek resi. Tpi setelah di cek dan tidak di temukan no resi tersebut. Tidak ada etikat baik untuk menjelaskan atau apapun. KECEWA BANGET! 4 Macem barang saya beli cuma 3 yg fix datengnya.;0;0;0;0;0;0;1;0;1;Asli;Di infokan barangnya akan di antar 2 batch. Setelah barangnya sudah sampai 1. Beberapa hari kemudian ditanya tentang batch yg ke 2. Jawabanya hanya info tulisan cina tentang pengiriman. Tpi tidak ada keterangan lanjutan sudah sampai atau belum. Setelah itu di tanya kembali apakah barang batch ke 2 sudah sampai atau belum jawabannya hanya suru cek resi. Tpi setelah di cek dan tidak di temukan nomor resi tersebut. Tidak ada etikat baik untuk menjelaskan atau apapun. KECEWA BANGET! 4 Macem barang saya beli cuma 3 yg fix datengnya.;['informasi', 'barang', 'batch', 'barang', 'batch', 'informasi', 'tulis', 'cina', 'kirim', 'tidak', 'terang', 'belum', 'barang', 'batch', 'belum', 'suruh', 'cek', 'resi', 'cek', 'tidak', 'temu', 'nomor', 'resi', 'tidak', 'itikad', 'baik', 'kecewa', 'banget', 'barang', 'beli', 'fix']
Ihome Kursi Belajar Kursi Cafe Kursi Kerja Kursi Taman Kursi Bar Kursi Makan Minimalis Bangku Makan Kursi Eames;Variasi: Tipe A Putih;2;ncisrikandiii;2023-10-10;Bahan tipis;0;0;0;0;0;0;1;0;1;Asli;Bahan tipis;['bahan', 'tipis']
IH Meja lipat portabel Meja Belajar Meja kantor besi Meja Pelatihan Serbaguna;Variasi: 120*60CM—Putih;1;ndr3w;2023-11-27;Maaf ya kak penilaian dr sy bintang 1 semua sdh jelas sesuai upload an sy kalo pengiriman sangat cepat ✌;0;0;0;0;0;0;0;0;0;Asli;Maaf ya kak penilaian dr sy bintang 1 semua sdh jelas sesuai unggah an sy kalo pengiriman sangat cepat ✌;['maaf', 'iya', 'kakak', 'nilai', 'bintang', 'sesuai', 'unggah', 'kirim', 'cepat']
140cm Meja TV kayu TV SERBAGUNA Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Murah Tv Rak;Variasi: 👍Kuning120*30*38cm;1;ndy020202;2023-12-08;plat besi untuk pasang kaki meja kurang 3 pcs hanya di kirim 2pcs;0;0;0;0;0;0;0;0;0;Asli;plat besi untuk pasang kaki meja kurang 3 pcs hanya di kirim 2pcs;['plat', 'besi', 'pasang', 'kaki', 'meja', 'kurang', 'piece', 'kirim', 'piece']
IH Kursi Lipat Portable Kursi Belajar Lipat Kursi Kantor Lipat Kursi Makan Lipat Kursi Kerja outdoor;Variasi: A：Hitam;1;nf_elektrik;2023-11-17;ada komponen yg kurang;0;0;0;0;0;0;1;0;0;Asli;ada komponen yg kurang;['komponen', 'kurang']
Ihome Meja Nakas Meja Samping Kamar Tidur Minimalis bedside table;Variasi: B：Putih（37*30*48）;2;nheabustaman;2023-09-21;"Tolong ya ini ma saya mesen jelas"" warna putih dikirim warna lain yg amanahh lain kali, bukan masalah gampang bisa di tuker atau pengajuan pengembalian barangg yg detaill lg kl nge cekkk penjualan tuh, kl udh gn misal nya diizinin untuk tuker juga perlu waktu dan lama lagi. jangan lah bikin cstmr kecewa kl jelas pilihan nya putih ya putih yg dikirimmm, ga paham deh ini knp yg dikirim warna lain?";0;0;0;0;0;0;1;0;1;Asli;"Tolong ya ini ma saya mesen jelas"" warna putih dikirim warna lain yg amanahh lain kali, bukan masalah gampang bisa di tuker atau pengajuan pengembalian barangg yg detaill lg kl nge cekkk penjualan tuh, kl udh gn misal nya diizinin untuk tuker juga perlu waktu dan lama lagi. jangan lah bikin cstmr kecewa kl jelas pilihan nya putih ya putih yg dikirimmm, ga paham deh ini knp yg dikirim warna lain?";['tolong', 'iya', 'pesan', 'warna', 'putih', 'kirim', 'warna', 'amanah', 'bukan', 'gampang', 'tukar', 'aju', 'barang', 'detail', 'cek', 'jual', 'izin', 'tukar', 'lama', 'jangan', 'bikin', 'langgan', 'kecewa', 'pilih', 'putih', 'iya', 'putih', 'kirim', 'tidak', 'paham', 'kirim', 'warna']
IH 180cm Kasur lantai Tebal10cm/Kasur gender/Matras Kasur Single/Queen/King Velvet Soft Tilammurah foldable Mattress Floor;Variasi: 5CM（180*200）-Cokelat;2;nikensetyaningrum81;2023-11-05;Ga sesuai gambar;0;0;0;1;0;1;1;0;1;Palsu;Ga sesuai gambar;['tidak', 'sesuai', 'gambar']
Ihome Kursi Belajar Kursi Cafe Kursi Kerja Kursi Taman Kursi Bar Kursi Makan Minimalis Bangku Makan Kursi Eames;Variasi: 👍Putih-Adjustable;2;nurmalac1;2023-12-05;kursi ada yg patah;0;0;0;0;0;0;1;0;1;Asli;kursi ada yg patah;['kursi', 'patah']
Ihome Meja Tv Rak Tv Minimalis Kayu 180cmTv Cabine Kayu Modern;Variasi: A：140CM：Putih;1;nuruliia;2023-12-06;Nyesel beli disini, udah salah ukuran , warna bentuk tidak sesuai dengan yg di pesan.;0;0;0;0;0;0;0;0;1;Asli;Nyesel beli disini, udah salah ukuran , warna bentuk tidak sesuai dengan yg di pesan.;['sesal', 'beli', 'salah', 'ukur', 'warna', 'bentuk', 'tidak', 'sesuai', 'pesan']
Ihome Meja belajar Meja kerja Meja Tulis Meja Belajar dengan Rak Buku Meja komputer meja desktop rumah meja tulis sederhana Meja kantor;Variasi: ✅Putih(120CM)+Laci;2;nwfwxk_7zz;2023-12-14;Kurang bagus, kurang rapi dlm pengemasan Kerdusnya penyok, pakunya pda berjatuhan;0;0;0;0;0;0;0;0;0;Asli;Kurang bagus, kurang rapi dlm pengemasan Kerdusnya penyok, pakunya pda berjatuhan;['kurang', 'bagus', 'kurang', 'rapi', 'kemas', 'kardus', 'penyok', 'paku', 'jatuh']
